Groesse;Wert
Pufferspeicher[0].ID_Pufferspeicher;1054212
Pufferspeicher[0].Bezeichner;Puffer 3000Ltr
Pufferspeicher[0].Verwendung;Heizung
Pufferspeicher[0].Q_max;45.99
Pufferspeicher[0].Ladung_gesamt;78327.74
Pufferspeicher[0].Entladung_gesamt;75968.02
Pufferspeicher[0].Verluste_gesamt;2316.29
Pufferspeicher[0].SOC_Ende;43.43
Pufferspeicher[0].SOC_Mittel;43.43
Pufferspeicher[0].SOC_Max;43.43
Pufferspeicher[0].Vollzyklen;1703
Pufferspeicher[0].Entladung_Heizung;75968.02
Pufferspeicher[0].Entladung_Brauchwasser;0
Pufferspeicher[0].Entladung_Prozess;0
Pufferspeicher[0].Durchsatz_Geladen;10.76
Pufferspeicher[0].Durchsatz_Entladen;10.76
Pufferspeicher[0].ID_Anlage;
Pufferspeicher[0].T_oben_Mittel;64.44
Pufferspeicher[0].T_oben_Min;64.44
Pufferspeicher[1].ID_Pufferspeicher;1054214
Pufferspeicher[1].Bezeichner;Puffer 3000Ltr (2)
Pufferspeicher[1].Verwendung;Brauchwasser
Pufferspeicher[1].Q_max;34.8
Pufferspeicher[1].Ladung_gesamt;6191.07
Pufferspeicher[1].Entladung_gesamt;5000
Pufferspeicher[1].Verluste_gesamt;1158.14
Pufferspeicher[1].SOC_Ende;32.93
Pufferspeicher[1].SOC_Mittel;32.93
Pufferspeicher[1].SOC_Max;32.93
Pufferspeicher[1].Vollzyklen;177.9
Pufferspeicher[1].Entladung_Heizung;0
Pufferspeicher[1].Entladung_Brauchwasser;5000
Pufferspeicher[1].Entladung_Prozess;0
Pufferspeicher[1].Durchsatz_Geladen;0
Pufferspeicher[1].Durchsatz_Entladen;0
Pufferspeicher[1].ID_Anlage;
Pufferspeicher[1].T_oben_Mittel;9.46
Pufferspeicher[1].T_oben_Min;9.46
Vektor.waermebedarf.Summe;80978.7792
Vektor.waermebedarf_gebaeude.Summe;75978779.2
Vektor.waermebedarf_brauchwasser.Summe;5000
Vektor.waermebedarf_prozess.Summe;0
Vektor.waermebedarf_extern.Summe;0
Vektor.waermebedarf_dauerlinie.Summe;202382.877
Vektor.stundentemperatur.Summe;86493.64
Vektor.raumtemperatur_0.Summe;174060.298
Vektor.operative_temperatur_0.Summe;167895.343
Vektor.kuehlbedarf_0.Summe;1086.42006
Vektor.restwaerme.Summe;0
Vektor.strombedarf_viertelstunde.Summe;32000
Vektor.reststrom_viertelstunde.Summe;115075.334
Vektor.wp_waermebedarf.Summe;80978.7792
Vektor.wp_produktion.Summe;62247.4719
Vektor.wp_strom.Summe;23512.7573
Vektor.heizstab.Summe;0
Vektor.wp_restwaerme.Summe;0
Vektor.wp_quellentemperatur.Summe;86493.64
Vektor.wp_warmwasserbedarf.Summe;5000
Vektor.puffer_soc.Summe;380445.778
Vektor.puffer_ladung.Summe;78327.737
Vektor.puffer_entladung.Summe;75968.0171
Vektor.kessel_waermebedarf.Summe;80978.7792
Vektor.kessel_leistung.Summe;22282.0999
Vektor.kessel_restwaerme.Summe;13.1196939
Vektor.kessel_strom.Summe;0
Vektor.pv_produktion.Summe;2743.92375
Vektor.pv_produktion_theoretisch.Summe;3545.45064
Vektor.pv_ueberschuss.Summe;801.526887
Vektor.pv_reststrom.Summe;28768.8336
Vektor.pv_strombedarf.Summe;31512.7573
